"","Start_time","Stop_time","Query","Query_complexity","Role","Sub_themes","Code","Query_counter","Transcript","Actor_pair"
"527","00:12:00.600","00:12:06.480","Marine vegetation","understand","Seeker","Grounding","A:Interpretation + Asks to repeat Nth search result",7,"Yeah OK so they're trying to sell products uhm so what was the second one? Was that was more of a health","6"
"528","00:12:06.940","00:12:35.640","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP without modification",8,"Uhm the second one was also a dot com so it's at actually... it's a dot com but there's a line that says George Mate Mateljan Foundation is a not-for-profit with no commercial interests or advertising. Our mission is to help you eat and cook the healthiest way for optimal health","6"
"529","00:12:35.740","00:12:44.840","Marine vegetation","understand","Seeker","Search Progression + Navigation","A:Performance feedback + Access source",9,"OK that sounds good uhm uhm... so yeah maybe if we have a look at that","6"
"530","00:12:45.160","00:12:45.640","Marine vegetation","understand","Intermediary","Discourse Management","B:Checks navigational command",10,"Yeah","6"
"531","00:12:46.680","00:12:50.720","Marine vegetation","understand","Seeker","Information Request","A:Information request within document",11,"What's on the menu?","6"
"532","00:13:12.800","00:13:17.320","Marine vegetation","understand","Intermediary","Results Presentation","B:Within-Document search result",12,"It's not much of a menu, it's got a search box","6"
"533","00:13:17.400","00:13:23.160","Marine vegetation","understand","Seeker","Information Request","A:Information request within document",13,"OK so there's no sort of navigation that tells you what they're about?","6"
"534","00:13:23.640","00:13:27.800","Marine vegetation","understand","Intermediary","Visibility Of System Status","B:Wayfinding",14,"So we went straight into the sea vegetables article","6"
"535","00:13:27.960","00:13:28.740","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",15,"OK","6"
"536","00:13:29.020","00:13:53.740","Marine vegetation","understand","Intermediary","Results Presentation + Results Presentation","B:Scanning document with modification + Interpretation",16,"Uhm on the side column it sells their ah actually they sell their book and the menu OK so there's categories, you've got healthy eating, healthy cooking, nutritions from food, website articles uhm community","6"
"537","00:13:54.400","00:13:59.480","Marine vegetation","understand","Seeker","Navigation","A:Within-document command",17,"Uhm yeah can we have a look at healthy eating?","6"
"538","00:14:01.420","00:14:24.680","Marine vegetation","understand","Intermediary","Results Presentation","B:Within-Document command response",18,"So under healthy eating there are five articles listed or five URLs listed... food of the week is one number two healthy eating in three steps number three a hundred of the world's healthiest foods number four plant based way of eating number five organic foods","6"
"539","00:14:40.160","00:14:57.360","Marine vegetation","understand","Seeker","Information Request","A:Information request",19,"So if we go back to the search engine again uhm and maybe try the search uhm... health benefits of seaweed","6"
"540","00:15:05.480","00:15:24.680","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP Card",20,"OK so results that come up for health benefits of seaweed uhm we get a quick definition from thebestofrawfood dot com, would you like me to read, oh not a definition just a","6"
"541","00:15:24.780","00:15:27.100","Marine vegetation","understand","Seeker","Information Request","A:Info about SERP overview",21,"Was that just the description box?","6"
"542","00:15:27.640","00:15:31.440","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP Card",22,"Yeah it says raw or sun dried seaweed contains","6"
"543","00:15:31.660","00:15:33.640","Marine vegetation","understand","Seeker","Search Progression","A:Performance feedback",23,"Oh yes, that sounds good","6"
"544","00:15:33.800","00:16:16.100","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP Card",24,"OK so that's the first result that comes up so raw or sun dried seaweed contains colon and then there's a list of dot points, high protein content colon from twenty percent in green algae to seventy percent in spirulina, next dot point, high mineral content, especially: iodine, calcium, iron, magnesium. Third dot point, more vitamin C than oranges. Fourth dot point Natural iodine maintaining a healthy thyroid function. And final dot point anti-viral, anti-bacterial, anti-inflammatory properties and then it gives you a link to more items","6"
"545","00:16:16.500","00:16:19.560","Marine vegetation","understand","Seeker","Navigation","A:Access source",25,"OK, let's just quickly check out that third link","6"
"546","00:16:20.440","00:16:21.200","Marine vegetation","understand","Intermediary","Discourse Management","B:Checks navigational command",26,"More items?","6"
"547","00:16:21.280","00:16:22.420","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",27,"More items yeah","6"
"548","00:16:26.580","00:16:36.560","Marine vegetation","understand","Intermediary","Results Presentation","B:Scanning document without modification",28,"So it goes to the page the best of raw food uhm seaweed health benefits seaweed salad recipe","6"
"549","00:16:36.720","00:16:40.320","Marine vegetation","understand","Seeker","Search Progression","A:Rejects",29,"OK no, I don't think we need this I don't think we need a seaweed salad recipe","6"
"550","00:16:40.400","00:16:42.280","Marine vegetation","understand","Intermediary","Discourse Management","B:Checks navigational command",30,"OK, then go back?","6"
"551","00:16:42.320","00:16:50.080","Marine vegetation","understand","Seeker","Discourse Management + Information Request","A:Confirms + Information Request",31,"Uhm yeah and then maybe just try seaweed as a drug","6"
"552","00:16:50.360","00:17:28.440","Marine vegetation","understand","Intermediary","Discourse Management + Results Presentation + Results Presentation","B:Repeats the query back + SERP without modification + Comparing results against each other",32,"Search seaweed as a drug so the first result that comes up seaweed uses benefits and side effects drugs dot com herbal database the second result comes up as seaweed uses benefits and dosage drugs dot com herbal database uhm the difference between the first one was natural products bracket consumer and the second one is natural products brackets pro","6"
"553","00:17:30.440","00:17:38.360","Marine vegetation","understand","Seeker","Information Request","A:Information request",33,"OK, so uhm, let's try uhm seaweed as medicine","6"
"554","00:17:46.400","00:18:04.310","Marine vegetation","understand","Intermediary","Results Presentation + Information Request","B:SERP Card + Enquiry for further information",34,"So this is there's like a paragraph description that comes up with an image and it comes from the WWW dot itmonline dot org website uhm would you like me to read?","6"
"555","00:18:04.380","00:18:05.386","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",35,"Yeah yeah","6"
"556","00:18:05.466","00:18:36.320","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP Card",36,"So the title is nutritional and medicinal value of seaweeds used in Chinese dot dot dot so there are four seaweeds commonly used in Chinese medicine, Laminaria bracket kelp, a brown algae and Ecklonia the more commonly used term green algae as sources of kunbu oh sorry I can't pronounce it","6"
"557","00:18:36.320","00:18:41.600","Marine vegetation","understand","Seeker","Information Request","A:Information request within SERP",37,"Does it does it say what what what sort of conditions they they use them for?","6"
"558","00:18:41.780","00:18:58.060","Marine vegetation","understand","Intermediary","Results Presentation","B:Within SERP search result",38,"Laminaria is sometimes called haidai, to distinguish it from Ecklonia or other sources Sargassium, a brown algae, as the source of haizao so no","6"
"559","00:19:01.300","00:19:02.860","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",39,"No OK I think...","6"
"560","00:19:08.880","00:19:11.280","River Rome","remember","Seeker","Information Request","A:Initial information request",1,"Rome's major river","6"
"561","00:19:27.700","00:19:29.060","River Rome","remember","Intermediary","Results Presentation","B:SERP Card",2,"So it comes up as the Tiber","6"
"562","00:00:05.860","00:00:11.940","per capita alcohol consumption","analyze","Seeker","Information Request","A:Initial information request",1,"What's the average alcohol consumption of an Australian?","7"
"563","00:00:16.820","00:00:48.000","per capita alcohol consumption","analyze","Intermediary","Results Presentation + Information Request","B:SERP without modification + Query refinement offer",2,"OK uhm drinking habits of Australians uhm apparent consumption of alcohol Australia, this is from the Australian Bureau of Statistics uhm alcohol cons- uhm alcohol consumption from the Bureau of Statistics... uhm is it just Australians or","7"
"564","00:00:48.133","00:00:49.391","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",3,"Yeah just for the whole country","7"
"565","00:00:58.933","00:01:00.600","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",4,"Are you looking for a certain age group?","7"
"566","00:01:01.062","00:01:02.346","per capita alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",5,"No, just the average","7"
"567","00:01:03.740","00:01:05.202","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",6,"The average across whole Australia?","7"
"568","00:01:05.270","00:01:05.608","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",7,"Yeah","7"
"569","00:01:08.340","00:01:12.500","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",8,"Uhm a certain year or the most recent year?","7"
"570","00:01:12.513","00:01:14.160","per capita alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",9,"Yeah yeah, this year","7"
"571","00:01:14.819","00:01:15.697","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",10,"Twenty sixteen?","7"
"572","00:01:15.913","00:01:16.292","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",11,"Yeah","7"
"573","00:01:16.600","00:02:10.920","per capita alcohol consumption","analyze","Intermediary","Results Presentation + Results Presentation","B:Within-Document search result + SERP without modification",12,"There is not information on twenty sixteen well so far so far and I'll type in twenty sixteen [long pause] OK [inaudible segment] [long pause] uhm the only info I have for twenty sixteen is news reports and one from the ABC says that one in five Australians drink seventy percent of the country's alcohol","7"
"574","00:02:12.027","00:02:13.080","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Asks to repeat",13,"Seventy percent?","7"
"575","00:02:13.280","00:02:13.986","per capita alcohol consumption","analyze","Intermediary","Discourse Management","B:Repeats",14,"Seventy-five percent","7"
"576","00:02:14.038","00:02:14.578","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",15,"Oh seventy-five","7"
"577","00:02:16.864","00:02:34.770","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:SERP with modification",16,"And it says one million people are drinking eight standard drinks a day oh whaw... yeah and that was done by the alcohol the Foundation for Alcohol Research and Education","7"
"578","00:02:38.783","00:02:44.720","per capita alcohol consumption","analyze","Seeker","Information Request","A:Information request",17,"So which state in Australia consumes the most alcohol per person?","7"
"579","00:03:04.459","00:03:07.229","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",18,"Again twenty sixteen or the most recent information?","7"
"580","00:03:08.527","00:03:09.840","per capita alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",19,"Yes, the most recent","7"
"581","00:04:10.648","00:04:13.140","per capita alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",20,"So what are you saying again, can you repeat the question?","7"
"582","00:04:13.486","00:04:20.680","per capita alcohol consumption","analyze","Seeker","Information Request","A:Information request",21,"Uhm the es uhm which Australian state has the highest alcohol consumption per person?","7"
"583","00:04:21.740","00:04:22.824","per capita alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",22,"Oh per person","7"
"584","00:04:22.802","00:04:23.059","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",23,"Yeah","7"
"585","00:04:24.380","00:04:38.780","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query rephrase",24,"Aah uhm [long pause] [inaudible segment] OK per person so the highest alcohol consumption per capita","7"
"586","00:05:17.620","00:05:20.060","per capita alcohol consumption","analyze","Seeker","Visibility Of System Status","A:Feedback on what is happening",25,"So I'll ask a second question","7"
"587","00:05:20.180","00:05:20.860","per capita alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",26,"OK","7"
"588","00:05:20.900","00:05:32.200","per capita alcohol consumption","analyze","Seeker","Information Request","A:Information request",27,"I uhm so for the age group twenty to twenty-four uhm what's the average alcohol consumption in Australia?","7"
"589","00:05:51.337","00:05:54.900","per capita alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",28,"Uhm is that on a daily basis?","7"
"590","00:05:55.200","00:05:55.900","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",29,"Yeah","7"
"591","00:05:57.340","00:06:48.520","per capita alcohol consumption","analyze","Intermediary","Results Presentation + Results Presentation","B:SERP without modification + Scanning document with modification",30,"There's a bunch of info so, I... in twenty and ten, so so the one that maybe see has age groups, just to be sure [long pause] uhm so according to alcoholthinkagain which I'm assuming is some kind of government propaganda for not drinking alcohol the daily the daily alcohol group, ah but this is only for young people","7"
"592","00:06:48.760","00:06:50.880","per capita alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",31,"Yes that's that's twenty to twenty-four","7"
"593","00:06:51.000","00:06:57.220","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",32,"So the the ah this one does this one doesn't from twenty to twenty-four, the highest is twenty","7"
"594","00:07:05.824","00:07:08.986","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Asks to repeat",33,"So did you say the highest was twenty?","7"
"595","00:07:09.440","00:07:40.800","per capita alcohol consumption","analyze","Intermediary","Results Presentation + Results Presentation","B:Within-Document search result + Scanning document with modification",34,"Yeah, it said that uhm the information stops at age twenty so there's nothing that has, I'm still looking for... ah here we go but this only two thousands the latest is two thousand and seven and the most high risk, I don't know what high risk technically means for the government, the most high risk is, it doesn't even have twenty to twenty-four it has twenty to twenty-nine","7"
"596","00:07:40.980","00:07:42.120","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",35,"Yeah that's OK","7"
"597","00:07:48.824","00:08:07.760","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document with modification",36,"There's three sections I don't know ah here far from OK let's say it for everyone the most high risk yeah twenty to twenty-nine is the most high risk drinking people in Australia for alcohol related harm... I don't know what that means about consumption","7"
"598","00:08:07.960","00:08:09.480","per capita alcohol consumption","analyze","Seeker","Grounding","A:Interpretation",37,"Yeah so they consume a lot","7"
"599","00:08:10.945","00:08:19.120","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document with modification",38,"I hope so... uhm there's nothing that specifies that age group","7"
"600","00:08:20.736","00:08:21.776","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",39,"That's OK","7"
"601","00:08:21.820","00:08:31.400","per capita alcohol consumption","analyze","Intermediary","Visibility Of System Status","B:Feedback on what is happening",40,"For what I can see I see let's have a look... is it control F to find?","7"
"602","00:09:13.986","00:09:14.486","per capita alcohol consumption","analyze","Seeker","Other","A:Utter",41,"So I'm","7"
"603","00:09:14.533","00:09:16.106","per capita alcohol consumption","analyze","Intermediary","Visibility Of System Status","B:Feedback on what is happening",42,"Uhm [inaudible segment] I got something","7"
"604","00:09:58.280","00:10:00.040","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",43,"Yeah","7"
"605","00:10:19.220","00:10:24.200","Where does cinnamon come from","remember","Seeker","Information Request","A:Initial information request",1,"Which country does cinnamon which country grows the most cinnamon?","7"
"606","00:10:32.608","00:10:33.880","Where does cinnamon come from","remember","Intermediary","Results Presentation","B:SERP Card",2,"Sri :Lanka","7"
"607","00:10:35.054","00:10:39.689","Where does cinnamon come from","remember","Seeker","Information Request","A:Information request",3,"And is that were uhm it, is that were it's native where it originates from?","7"
"608","00:11:27.675","00:11:30.189","Where does cinnamon come from","remember","Intermediary","Results Presentation","B:SERP Card",4,"According to history dot com yes","7"
"609","00:11:31.878","00:11:39.760","Where does cinnamon come from","remember","Seeker","Information Request","A:Information request",5,"And how is it used in it's native country what's the most common uses?","7"
"610","00:11:42.660","00:11:44.480","Where does cinnamon come from","remember","Intermediary","Information Request","B:Query refinement offer",6,"In terms of which foods or","7"
"611","00:11:44.500","00:11:47.800","Where does cinnamon come from","remember","Seeker","Information Request","A:Query embellishment",7,"Yeah, so in food in anything","7"
"612","00:12:51.905","00:12:54.594","Where does cinnamon come from","remember","Intermediary","Information Request","B:Query rephrase",8,"You mean how was is used now or how was it used back then?","7"
"613","00:12:54.661","00:12:58.540","Where does cinnamon come from","remember","Seeker","Information Request","A:Intent clarification",9,"Yes, so yeah back then when it was first found","7"
"614","00:13:05.554","00:13:41.240","Where does cinnamon come from","remember","Intermediary","Results Presentation","B:Scanning document without modification",10,"Uhm when it was first discovered by Portuguese people... Dutch and Portuguese... and I have no idea what it was used for. It says is was used for things like topping lattes adding adding adding spices to savoury dishes that's according to Silk Road spices which is apparently a Canadian website","7"
"615","00:13:51.800","00:13:54.080","Where does cinnamon come from","remember","Seeker","Information Request","A:Information request",11,"So how is it used in Sri Lanka?","7"
"616","00:15:09.256","00:15:36.554","Where does cinnamon come from","remember","Intermediary","Results Presentation + Results Presentation","B:Scanning document with modification + Interpretation",12,"I think it was used in desserts [long pause] I don't even know if it was used in Sri Lanka... because Sri Lanka was a colony I guess it would have been exported to Portugal or whoever colonised Sri Lanka, Dutch people","7"
"617","00:15:38.800","00:15:41.280","Where does cinnamon come from","remember","Seeker","Information Request","A:Intent clarification",13,"Yeah, so I just want to know where it comes from","7"
"618","00:15:41.940","00:15:58.200","Where does cinnamon come from","remember","Intermediary","Results Presentation","B:Scanning document without modification",14,"It says it originated in Sri Lanka in a town grow in in ah... I don't know where it was a place which is modern day Sri Lanka by Portuguese people who colonised it","7"
"619","00:15:58.440","00:16:00.520","Where does cinnamon come from","remember","Seeker","Information Request","A:Information request within document",15,"So it was found in the country Sri Lanka?","7"
"620","00:16:00.680","00:16:03.400","Where does cinnamon come from","remember","Intermediary","Results Presentation","B:SERP without modification",16,"Yeah, what's now known as Sri Lanka","7"
"621","00:16:32.300","00:16:33.600","Where does cinnamon come from","remember","Seeker","Discourse Management","A:Confirms",17,"Ah OK","7"
"622","00:16:54.580","00:17:02.660","Outsource jobs India","understand","Seeker","Information Request","A:Initial information request",1,"So uhm what jobs that used to be in the US are no longer have been outsourced to India?","7"
"623","00:17:05.945","00:17:08.825","Outsource jobs India","understand","Intermediary","Information Request","B:Query rephrase",2,"Which jobs from the United States have been outsourced to India?","7"
"624","00:17:08.887","00:17:09.069","Outsource jobs India","understand","Seeker","Discourse Management","A:Confirms",3,"Yeah","7"
"625","00:17:50.202","00:17:53.620","Outsource jobs India","understand","Intermediary","Information Request","B:Query refinement offer",4,"IT companies IT jobs","7"
"626","00:17:53.660","00:17:54.280","Outsource jobs India","understand","Seeker","Discourse Management","A:Confirms",5,"Yeah","7"
"627","00:18:47.094","00:18:53.100","Outsource jobs India","understand","Intermediary","Results Presentation","B:Multi-document summary",6,"Yeah a lot of sources are saying IT jobs are the most exported the most outsourced sorry","7"
"628","00:19:02.662","00:19:05.175","Outsource jobs India","understand","Seeker","Information Request","A:Information request",7,"And when when at what time did that start?","7"
"629","00:19:23.189","00:19:31.540","Outsource jobs India","understand","Intermediary","Results Presentation + Results Presentation","B:Scanning document with modification + Interpretation",8,"Well here the term outsourcing is like synonymous to globalisation so I am guessing that that at the end of the twentieth century and the start of the twenty-first century","7"
"630","00:19:32.300","00:19:33.660","Outsource jobs India","understand","Seeker","Grounding","A:Interpretation",9,"So it's recent","7"
"631","00:19:34.540","00:19:44.310","Outsource jobs India","understand","Intermediary","Results Presentation","B:Scanning document with modification",10,"Yeah well it was in the past 20 years. [long pause] yeah","7"
"632","00:19:58.256","00:20:06.540","Outsource jobs India","understand","Seeker","Information Request","A:Information request",11,"How many jobs in the IT company have been outsourced like just like a percentage or?","7"
"633","00:20:07.860","00:20:09.220","Outsource jobs India","understand","Intermediary","Information Request","B:Query refinement offer",12,"Or a number of jobs?","7"
"634","00:20:09.280","00:20:12.729","Outsource jobs India","understand","Seeker","Information Request","A:Intent clarification",13,"Yeah like were a lot of people affected by it","7"
"635","00:20:13.140","00:20:39.380","Outsource jobs India","understand","Intermediary","Results Presentation + Information Request","B:Scanning document with modification + Query refinement offer",14,"Uhm yes yes a lot of people were affected by it and I think it even says some websites are referring to the global financial crisis as a reason why organisations had outsourcing their work, because it became too expensive to for people to pay. Are you referring specifically to India or in general to outsourcing of jobs?","7"
"636","00:20:39.600","00:20:42.320","Outsource jobs India","understand","Seeker","Information Request","A:Intent clarification",15,"Uhm just from the US to India","7"
"637","00:21:10.292","00:21:11.369","Outsource jobs India","understand","Intermediary","Results Presentation","B:Scanning document with modification",16,"Ah OK yeah yeah the US started to outsource work jobs after the especially after the GFC [long pause] yeah... ah OK yeah call centres, human resources and manufacturing where also areas where uhm a lot of outsourcing happened","7"
"638","00:00:02.250","00:00:07.720","New Caledonia","remember","Seeker","Information Request","A:Initial information request",1,"Can you please search New Caledonia and also the word language?","8"
"639","00:00:14.980","00:00:18.200","New Caledonia","remember","Intermediary","Discourse Management","B:Asks to repeat",2,"Can you please uhm repeat the question?","8"
"640","00:00:18.280","00:00:21.680","New Caledonia","remember","Seeker","Discourse Management + Other","A:Query repeat + Offers to spell",3,"Uhm New Caledonia, would you like me to spell it?","8"
"641","00:00:22.310","00:00:23.450","New Caledonia","remember","Intermediary","Discourse Management","B:Confirms",4,"Uhm yeah please","8"
"642","00:00:23.510","00:00:28.770","New Caledonia","remember","Seeker","Discourse Management","A:Query repeat",5,"OK, so the word new and then Caledonia is C A L","8"
"643","00:00:29.590","00:00:49.837","New Caledonia","remember","Intermediary","Results Presentation","B:SERP without modification",6,"OK got it [long pause] It's official language is French","8"
"644","00:01:09.620","00:01:12.480","New Caledonia","remember","Seeker","Discourse Management + Information Request","A:Confirms + Information Request",7,"Yeah uhm [long pause] can I ask any question? Are there any other languages coming up as being spoken there?","8"
"645","00:01:31.970","00:01:35.910","New Caledonia","remember","Intermediary","Results Presentation","B:Scanning document without modification",8,"There are the native speakers use Bislama","8"
"646","00:01:36.320","00:01:36.740","New Caledonia","remember","Seeker","Discourse Management","A:Confirms",9,"OK","8"
"647","00:01:37.440","00:01:41.650","New Caledonia","remember","Intermediary","Results Presentation","B:Scanning document without modification",10,"It's an Anglo Malaysian language","8"
"648","00:01:43.380","00:01:45.140","New Caledonia","remember","Seeker","Search Progression","A:Enough information",11,"OK that's probably enough information","8"
"649","00:01:48.837","00:02:03.554","Water Iraq","analyze","Seeker","Information Request","A:Initial information request",1,"Can you please search Iraq water resources [long pause] and then the word Turkey as well","8"
"650","00:02:25.189","00:02:28.120","Water Iraq","analyze","Intermediary","Information Request","B:Query refinement offer",2,"Is it about Iraq's water crisis?","8"
"651","00:02:28.391","00:03:17.581","Water Iraq","analyze","Seeker","Information Request","A:Intent clarification",3,"Probably uhm, I'm looking for information about how uhm how like dams in Turkey might have affected water supplies in Iraq [long pause] it might also work to search for what rivers cross over the border between Turkey and Iraq because that might uhm bring up more specific information if we know the names of the rivers","8"
"652","00:03:31.391","00:03:34.810","Water Iraq","analyze","Intermediary","Results Presentation","B:Scanning document without modification",4,"Iraq relies on the Tigris and Euphrates rivers","8"
"653","00:03:38.351","00:03:51.360","Water Iraq","analyze","Seeker","Information Request","A:Information request within document",5,"And when you when stuff came up about the water crisis in Iraq was there any specific information about uhm... uhm Turkey in there?","8"
"654","00:03:52.120","00:04:49.360","Water Iraq","analyze","Intermediary","Results Presentation","B:Scanning document without modification",6,"Uhm they mention here saying that uhm the Iraq and Turkey uhm started sharing the height of the drought two thousand and nine and then the dam uhm where was it the [long pause] uhm is due to the Turkish river use for irrigation and power generation in southeastern Anatolia so when they build up the dam and that is why uhm Iraq now needs a lot of the water from the Tigris and Euphrates river","8"
"655","00:04:52.520","00:05:04.800","Water Iraq","analyze","Seeker","Grounding","A:Interpretation",7,"So when you're saying when the when they built the dam for the ir in Turkey for the irrigation it affected the that contributed to the water crisis in Iraq?","8"
"656","00:05:05.140","00:05:22.800","Water Iraq","analyze","Intermediary","Results Presentation","B:Scanning document with modification",8,"Yes, because it says here before the major dam construction in nineteen seventies the flow in the Euphrates river is seven hundred and twenty cubic meter per second but now it has only two hundred and sixty flowing to Iraq","8"
"657","00:05:24.180","00:05:26.800","Water Iraq","analyze","Seeker","Search Progression","A:Performance feedback",9,"OK, that's exactly the information I was looking for so stop search","8"
"658","00:05:28.400","00:05:48.200","recycle tyres","understand","Seeker","Information Request","A:Initial information request",1,"Can you please search car tyre recycling [long pause] and then in the results I am looking for examples of what uhm recycled car tyres are used for","8"
"659","00:06:04.880","00:06:20.240","recycle tyres","understand","Intermediary","Results Presentation","B:Image overview on SERP",2,"They use it for chair furnitures uhm... and then for uhm this is to cook uhm as a pot","8"
"660","00:06:20.960","00:06:22.540","recycle tyres","understand","Seeker","Discourse Management","A:Asks to repeat",3,"As what sorry?","8"
"661","00:06:22.580","00:06:35.140","recycle tyres","understand","Intermediary","Results Presentation","B:Image overview on SERP",4,"A pot for your plants and then they also make it as part of the playground, one of the items in the playground","8"
"662","00:06:46.260","00:06:49.760","recycle tyres","understand","Seeker","Navigation","A:Is there more information",5,"Are there any other different results?","8"
"663","00:08:32.040","00:08:36.000","recycle tyres","understand","Intermediary","Results Presentation","B:Scanning document without modification",6,"Wait uhm as part of the I think this is to make the asphalt for the road... or pavement recycled asphalt pavement and then there is also there's also aggregate aggregated in Portland cement concrete [long pause] uhm they also use uhm as bark mulch to hold water for the garden beds","8"
"664","00:00:05.150","00:00:07.800","Rome river","remember","Seeker","Information Request","A:Initial information request",1,"What is the river in Rome called?","9"
"665","00:00:23.940","00:00:35.950","Rome river","remember","Intermediary","Results Presentation","B:SERP with modification",2,"There's a bunch of hits that say Tiber Tiber TIBER in... yeah in Rome","9"
"666","00:00:37.450","00:00:40.960","Rome river","remember","Seeker","Information Request","A:Information request",3,"Does this river supply fresh water to drink?","9"
"667","00:01:46.851","00:01:58.770","Rome river","remember","Intermediary","Results Presentation","B:Scanning document with modification",4,"It looks like it use to be but... it is now polluted because of waste","9"
"668","00:02:02.220","00:02:05.140","Rome river","remember","Seeker","Information Request","A:Information request",5,"Where does Rome's drinking water come from?","9"
"669","00:04:29.880","00:04:31.480","Rome river","remember","Intermediary","Results Presentation","B:Scanning document with modification",6,"It looks like they have wells that collect rainwater they also use water from the Tiber river but it is filtered and chlorinated although some of the water is contaminated with e-coli","9"
"670","00:04:36.594","00:04:40.256","tyres","understand","Seeker","Information Request","A:Initial information request",1,"Where do tyres go when they are being recycled?","9"
"671","00:05:28.000","00:05:33.364","tyres","understand","Intermediary","Results Presentation","B:SERP with modification",2,"OK well the first result is just a company","9"
"672","00:05:34.360","00:05:43.100","tyres","understand","Seeker","Information Request","A:Intent clarification",3,"Uhm maybe where what kind of uses like what does the tyre turn into if it is recycled?","9"
"673","00:06:16.756","00:07:01.920","tyres","understand","Intermediary","Results Presentation","B:Scanning document with modification",4,"So there's a method called pyrolysis that recycles them uhm which heats it up, heats up the whole tyre a shreds it up uhm and then in a reactor containing oxygen and then it's it breaks the rubber down breaks the polymers down into smaller molecules and eventually breaks it down into something that's vaporised is that what you are looking for?","9"
"674","00:07:03.240","00:07:31.640","tyres","understand","Seeker","Information Request","A:Information request",5,"What new uses are they being put to so when they are recycled do they get another life or do they just going to be broken down, so uhm search tyre arts or... rubber uses maybe?","9"
"675","00:07:38.280","00:07:51.000","tyres","understand","Intermediary","Results Presentation + Discourse Management","B:SERP with modification + Asks to repeat",6,"Well there is lots of tyre art uhm... and actually it looks really good but what was the second","9"
"676","00:07:51.000","00:08:04.340","tyres","understand","Seeker","Information Request","A:Intent clarification",7,"Uhm any kind of like a new life that a tyre can be turned into instead of an actual tyre so uhm new uses that they're being put into after they're not useable for a car","9"
"677","00:08:11.740","00:08:53.520","tyres","understand","Intermediary","Results Presentation","B:Scanning document without modification BUT with interpretation of photos",8,"Now that I clicked that I just keep getting these lists of things you can do with the tyres but... uhm so this one this one website tells me you can turn it into a dog bed you can put things around it like artistic things you can make it into a lamp... put a subwoofer in the tyre","9"
"678","00:08:54.200","00:09:08.760","tyres","understand","Seeker","Information Request","A:Information request",9,"Uhm how much do local dealers get for recycled tyres... so if you're an auto like a mechanic who recycles them how much do they get for it where do they go","9"
"679","00:10:00.240","00:10:16.040","tyres","understand","Intermediary","Results Presentation + Results Presentation","B:Scanning document without modification + Interpretation",10,"There's one more website that says that tyre recycling is profitable, it calls the recycling granulating but I'm not, it doesn't explain to what granulating is uhm","9"
"680","00:10:28.400","00:10:31.200","tyres","understand","Seeker","Information Request","A:Information request",11,"Can they be made into new tyres?","9"
