Start.time,Stop.time,Query,Query.complexity,Role,Action,Transcript,Query.counter,File.name
11:28.3,11:34.1,Marine vegetation,understand,B_Receiver,B:SERP without modification,Reap the health benefits of tiny marine plants by FoodTriends,4,7 - 14 June - 11.30am - Synchronized Clip.txt
11:34.3,11:39.4,Marine vegetation,understand,A_User,A:Info about document,"FoodTrients, is that a commercial site?",5,7 - 14 June - 11.30am - Synchronized Clip.txt
11:39.5,12:00.5,Marine vegetation,understand,B_Receiver,B:Source information + Interpretation,"It's uhm it's a dot com so, let's have a look [long pause] I believe it would be a commercial site it seems like there's advertising on the site",6,7 - 14 June - 11.30am - Synchronized Clip.txt
12:00.6,12:06.5,Marine vegetation,understand,A_User,A:Interpretation + Asks to repeat Nth search result,Yeah OK so they're trying to sell products uhm so what was the second one? Was that was more of a health,7,7 - 14 June - 11.30am - Synchronized Clip.txt
12:06.9,12:35.6,Marine vegetation,understand,B_Receiver,B:SERP without modification,Uhm the second one was also a dot com so it's at actually... it's a dot com but there's a line that says George Mate Mateljan Foundation is a not-for-profit with no commercial interests or advertising. Our mission is to help you eat and cook the healthiest way for optimal health,8,7 - 14 June - 11.30am - Synchronized Clip.txt
12:35.7,12:44.8,Marine vegetation,understand,A_User,A:Performance feedback + Access source,OK that sounds good uhm uhm... so yeah maybe if we have a look at that,9,7 - 14 June - 11.30am - Synchronized Clip.txt
12:45.2,12:45.6,Marine vegetation,understand,B_Receiver,B:Checks navigational command,Yeah,10,7 - 14 June - 11.30am - Synchronized Clip.txt
12:46.7,12:50.7,Marine vegetation,understand,A_User,A:Information request within document,What's on the menu?,11,7 - 14 June - 11.30am - Synchronized Clip.txt
13:12.8,13:17.3,Marine vegetation,understand,B_Receiver,B:Within-Document search result,"It's not much of a menu, it's got a search box",12,7 - 14 June - 11.30am - Synchronized Clip.txt
13:17.4,13:23.2,Marine vegetation,understand,A_User,A:Information request within document,OK so there's no sort of navigation that tells you what they're about?,13,7 - 14 June - 11.30am - Synchronized Clip.txt
13:23.6,13:27.8,Marine vegetation,understand,B_Receiver,B:Wayfinding,So we went straight into the sea vegetables article,14,7 - 14 June - 11.30am - Synchronized Clip.txt
13:28.0,13:28.7,Marine vegetation,understand,A_User,A:Confirms,OK,15,7 - 14 June - 11.30am - Synchronized Clip.txt
13:29.0,13:53.7,Marine vegetation,understand,B_Receiver,B:Scanning document with modification + Interpretation,"Uhm on the side column it sells their ah actually they sell their book and the menu OK so there's categories, you've got healthy eating, healthy cooking, nutritions from food, website articles uhm community",16,7 - 14 June - 11.30am - Synchronized Clip.txt
13:54.4,13:59.5,Marine vegetation,understand,A_User,A:Within-document command,Uhm yeah can we have a look at healthy eating?,17,7 - 14 June - 11.30am - Synchronized Clip.txt
14:01.4,14:24.7,Marine vegetation,understand,B_Receiver,B:Within-Document command response,So under healthy eating there are five articles listed or five URLs listed... food of the week is one number two healthy eating in three steps number three a hundred of the world's healthiest foods number four plant based way of eating number five organic foods,18,7 - 14 June - 11.30am - Synchronized Clip.txt
14:40.2,14:57.4,Marine vegetation,understand,A_User,A:Information request,So if we go back to the search engine again uhm and maybe try the search uhm... health benefits of seaweed,19,7 - 14 June - 11.30am - Synchronized Clip.txt
15:05.5,15:24.7,Marine vegetation,understand,B_Receiver,B:SERP Card,"OK so results that come up for health benefits of seaweed uhm we get a quick definition from thebestofrawfood dot com, would you like me to read, oh not a definition just a",20,7 - 14 June - 11.30am - Synchronized Clip.txt
15:24.8,15:27.1,Marine vegetation,understand,A_User,A:Info about SERP overview,Was that just the description box?,21,7 - 14 June - 11.30am - Synchronized Clip.txt
15:27.6,15:31.4,Marine vegetation,understand,B_Receiver,B:SERP Card,Yeah it says raw or sun dried seaweed contains,22,7 - 14 June - 11.30am - Synchronized Clip.txt
15:31.7,15:33.6,Marine vegetation,understand,A_User,A:Performance feedback,"Oh yes, that sounds good",23,7 - 14 June - 11.30am - Synchronized Clip.txt
15:33.8,16:16.1,Marine vegetation,understand,B_Receiver,B:SERP Card,"OK so that's the first result that comes up so raw or sun dried seaweed contains colon and then there's a list of dot points, high protein content colon from twenty percent in green algae to seventy percent in spirulina, next dot point, high mineral content, especially: iodine, calcium, iron, magnesium. Third dot point, more vitamin C than oranges. Fourth dot point Natural iodine maintaining a healthy thyroid function. And final dot point anti-viral, anti-bacterial, anti-inflammatory properties and then it gives you a link to more items",24,7 - 14 June - 11.30am - Synchronized Clip.txt
16:16.5,16:19.6,Marine vegetation,understand,A_User,A:Access source,"OK, let's just quickly check out that third link",25,7 - 14 June - 11.30am - Synchronized Clip.txt
16:20.4,16:21.2,Marine vegetation,understand,B_Receiver,B:Checks navigational command,More items?,26,7 - 14 June - 11.30am - Synchronized Clip.txt
16:21.3,16:22.4,Marine vegetation,understand,A_User,A:Confirms,More items yeah,27,7 - 14 June - 11.30am - Synchronized Clip.txt
16:26.6,16:36.6,Marine vegetation,understand,B_Receiver,B:Scanning document without modification,So it goes to the page the best of raw food uhm seaweed health benefits seaweed salad recipe,28,7 - 14 June - 11.30am - Synchronized Clip.txt
16:36.7,16:40.3,Marine vegetation,understand,A_User,A:Rejects,"OK no, I don't think we need this I don't think we need a seaweed salad recipe",29,7 - 14 June - 11.30am - Synchronized Clip.txt
16:40.4,16:42.3,Marine vegetation,understand,B_Receiver,B:Checks navigational command,"OK, then go back?",30,7 - 14 June - 11.30am - Synchronized Clip.txt
16:42.3,16:50.1,Marine vegetation,understand,A_User,A:Confirms + Information Request,Uhm yeah and then maybe just try seaweed as a drug,31,7 - 14 June - 11.30am - Synchronized Clip.txt
16:50.4,17:28.4,Marine vegetation,understand,B_Receiver,B:Repeats the query back + SERP without modification + Comparing results against each other,Search seaweed as a drug so the first result that comes up seaweed uses benefits and side effects drugs dot com herbal database the second result comes up as seaweed uses benefits and dosage drugs dot com herbal database uhm the difference between the first one was natural products bracket consumer and the second one is natural products brackets pro,32,7 - 14 June - 11.30am - Synchronized Clip.txt
17:30.4,17:38.4,Marine vegetation,understand,A_User,A:Information request,"OK, so uhm, let's try uhm seaweed as medicine",33,7 - 14 June - 11.30am - Synchronized Clip.txt
17:46.4,18:04.3,Marine vegetation,understand,B_Receiver,B:SERP Card + Enquiry for further information,So this is there's like a paragraph description that comes up with an image and it comes from the WWW dot itmonline dot org website uhm would you like me to read?,34,7 - 14 June - 11.30am - Synchronized Clip.txt
18:04.4,18:05.4,Marine vegetation,understand,A_User,A:Confirms,Yeah yeah,35,7 - 14 June - 11.30am - Synchronized Clip.txt
18:05.5,18:36.3,Marine vegetation,understand,B_Receiver,B:SERP Card,"So the title is nutritional and medicinal value of seaweeds used in Chinese dot dot dot so there are four seaweeds commonly used in Chinese medicine, Laminaria bracket kelp, a brown algae and Ecklonia the more commonly used term green algae as sources of kunbu oh sorry I can't pronounce it",36,7 - 14 June - 11.30am - Synchronized Clip.txt
18:36.3,18:41.6,Marine vegetation,understand,A_User,A:Information request within SERP,Does it does it say what what what sort of conditions they they use them for?,37,7 - 14 June - 11.30am - Synchronized Clip.txt
18:41.8,18:58.1,Marine vegetation,understand,B_Receiver,B:Within SERP search result,"Laminaria is sometimes called haidai, to distinguish it from Ecklonia or other sources Sargassium, a brown algae, as the source of haizao so no",38,7 - 14 June - 11.30am - Synchronized Clip.txt
19:01.3,19:02.9,Marine vegetation,understand,A_User,A:Confirms,No OK I think...,39,7 - 14 June - 11.30am - Synchronized Clip.txt
19:08.9,19:11.3,River Rome,remember,A_User,A:Initial information request,Rome's major river,1,7 - 14 June - 11.30am - Synchronized Clip.txt
19:27.7,19:29.1,River Rome,remember,B_Receiver,B:SERP Card,So it comes up as the Tiber,2,7 - 14 June - 11.30am - Synchronized Clip.txt
00:05.9,00:11.9,per capita alcohol consumption,analyze,A_User,A:Initial information request,What's the average alcohol consumption of an Australian?,1,8 - 14 June - 3pm - Synchronized Clip.txt
00:16.8,00:48.0,per capita alcohol consumption,analyze,B_Receiver,B:SERP without modification + Query refinement offer,"OK uhm drinking habits of Australians uhm apparent consumption of alcohol Australia, this is from the Australian Bureau of Statistics uhm alcohol cons- uhm alcohol consumption from the Bureau of Statistics... uhm is it just Australians or",2,8 - 14 June - 3pm - Synchronized Clip.txt
00:48.1,00:49.4,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah just for the whole country,3,8 - 14 June - 3pm - Synchronized Clip.txt
00:58.9,01:00.6,per capita alcohol consumption,analyze,B_Receiver,B:Query refinement offer,Are you looking for a certain age group?,4,8 - 14 June - 3pm - Synchronized Clip.txt
01:01.1,01:02.3,per capita alcohol consumption,analyze,A_User,A:Intent clarification,"No, just the average",5,8 - 14 June - 3pm - Synchronized Clip.txt
01:03.7,01:05.2,per capita alcohol consumption,analyze,B_Receiver,B:Query refinement offer,The average across whole Australia?,6,8 - 14 June - 3pm - Synchronized Clip.txt
01:05.3,01:05.6,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah,7,8 - 14 June - 3pm - Synchronized Clip.txt
01:08.3,01:12.5,per capita alcohol consumption,analyze,B_Receiver,B:Query refinement offer,Uhm a certain year or the most recent year?,8,8 - 14 June - 3pm - Synchronized Clip.txt
01:12.5,01:14.2,per capita alcohol consumption,analyze,A_User,A:Intent clarification,"Yeah yeah, this year",9,8 - 14 June - 3pm - Synchronized Clip.txt
01:14.8,01:15.7,per capita alcohol consumption,analyze,B_Receiver,B:Query refinement offer,Twenty sixteen?,10,8 - 14 June - 3pm - Synchronized Clip.txt
01:15.9,01:16.3,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah,11,8 - 14 June - 3pm - Synchronized Clip.txt
01:16.6,02:10.9,per capita alcohol consumption,analyze,B_Receiver,B:Within-Document search result + SERP without modification,There is not information on twenty sixteen well so far so far and I'll type in twenty sixteen [long pause] OK [inaudible segment] [long pause] uhm the only info I have for twenty sixteen is news reports and one from the ABC says that one in five Australians drink seventy percent of the country's alcohol,12,8 - 14 June - 3pm - Synchronized Clip.txt
02:12.0,02:13.1,per capita alcohol consumption,analyze,A_User,A:Asks to repeat,Seventy percent?,13,8 - 14 June - 3pm - Synchronized Clip.txt
02:13.3,02:14.0,per capita alcohol consumption,analyze,B_Receiver,B:Repeats,Seventy-five percent,14,8 - 14 June - 3pm - Synchronized Clip.txt
02:14.0,02:14.6,per capita alcohol consumption,analyze,A_User,A:Confirms,Oh seventy-five,15,8 - 14 June - 3pm - Synchronized Clip.txt
02:16.9,02:34.8,per capita alcohol consumption,analyze,B_Receiver,B:SERP with modification,And it says one million people are drinking eight standard drinks a day oh whaw... yeah and that was done by the alcohol the Foundation for Alcohol Research and Education,16,8 - 14 June - 3pm - Synchronized Clip.txt
02:38.8,02:44.7,per capita alcohol consumption,analyze,A_User,A:Information request,So which state in Australia consumes the most alcohol per person?,17,8 - 14 June - 3pm - Synchronized Clip.txt
03:04.5,03:07.2,per capita alcohol consumption,analyze,B_Receiver,B:Query refinement offer,Again twenty sixteen or the most recent information?,18,8 - 14 June - 3pm - Synchronized Clip.txt
03:08.5,03:09.8,per capita alcohol consumption,analyze,A_User,A:Intent clarification,"Yes, the most recent",19,8 - 14 June - 3pm - Synchronized Clip.txt
04:10.6,04:13.1,per capita alcohol consumption,analyze,B_Receiver,B:Asks to repeat,"So what are you saying again, can you repeat the question?",20,8 - 14 June - 3pm - Synchronized Clip.txt
04:13.5,04:20.7,per capita alcohol consumption,analyze,A_User,A:Information request,Uhm the es uhm which Australian state has the highest alcohol consumption per person?,21,8 - 14 June - 3pm - Synchronized Clip.txt
04:21.7,04:22.8,per capita alcohol consumption,analyze,B_Receiver,B:Asks to repeat,Oh per person,22,8 - 14 June - 3pm - Synchronized Clip.txt
04:22.8,04:23.1,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah,23,8 - 14 June - 3pm - Synchronized Clip.txt
04:24.4,04:38.8,per capita alcohol consumption,analyze,B_Receiver,B:Query rephrase,Aah uhm [long pause] [inaudible segment] OK per person so the highest alcohol consumption per capita,24,8 - 14 June - 3pm - Synchronized Clip.txt
05:17.6,05:20.1,per capita alcohol consumption,analyze,A_User,A:Feedback on what is happening,So I'll ask a second question,25,8 - 14 June - 3pm - Synchronized Clip.txt
05:20.2,05:20.9,per capita alcohol consumption,analyze,B_Receiver,B:Confirms,OK,26,8 - 14 June - 3pm - Synchronized Clip.txt
05:20.9,05:32.2,per capita alcohol consumption,analyze,A_User,A:Information request,I uhm so for the age group twenty to twenty-four uhm what's the average alcohol consumption in Australia?,27,8 - 14 June - 3pm - Synchronized Clip.txt
05:51.3,05:54.9,per capita alcohol consumption,analyze,B_Receiver,B:Query refinement offer,Uhm is that on a daily basis?,28,8 - 14 June - 3pm - Synchronized Clip.txt
05:55.2,05:55.9,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah,29,8 - 14 June - 3pm - Synchronized Clip.txt
05:57.3,06:48.5,per capita alcohol consumption,analyze,B_Receiver,B:SERP without modification + Scanning document with modification,"There's a bunch of info so, I... in twenty and ten, so so the one that maybe see has age groups, just to be sure [long pause] uhm so according to alcoholthinkagain which I'm assuming is some kind of government propaganda for not drinking alcohol the daily the daily alcohol group, ah but this is only for young people",30,8 - 14 June - 3pm - Synchronized Clip.txt
06:48.8,06:50.9,per capita alcohol consumption,analyze,A_User,A:Intent clarification,Yes that's that's twenty to twenty-four,31,8 - 14 June - 3pm - Synchronized Clip.txt
06:51.0,06:57.2,per capita alcohol consumption,analyze,B_Receiver,B:Within-Document search result,"So the the ah this one does this one doesn't from twenty to twenty-four, the highest is twenty",32,8 - 14 June - 3pm - Synchronized Clip.txt
07:05.8,07:09.0,per capita alcohol consumption,analyze,A_User,A:Asks to repeat,So did you say the highest was twenty?,33,8 - 14 June - 3pm - Synchronized Clip.txt
07:09.4,07:40.8,per capita alcohol consumption,analyze,B_Receiver,B:Within-Document search result + Scanning document with modification,"Yeah, it said that uhm the information stops at age twenty so there's nothing that has, I'm still looking for... ah here we go but this only two thousands the latest is two thousand and seven and the most high risk, I don't know what high risk technically means for the government, the most high risk is, it doesn't even have twenty to twenty-four it has twenty to twenty-nine",34,8 - 14 June - 3pm - Synchronized Clip.txt
07:41.0,07:42.1,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah that's OK,35,8 - 14 June - 3pm - Synchronized Clip.txt
07:48.8,08:07.8,per capita alcohol consumption,analyze,B_Receiver,B:Scanning document with modification,There's three sections I don't know ah here far from OK let's say it for everyone the most high risk yeah twenty to twenty-nine is the most high risk drinking people in Australia for alcohol related harm... I don't know what that means about consumption,36,8 - 14 June - 3pm - Synchronized Clip.txt
08:08.0,08:09.5,per capita alcohol consumption,analyze,A_User,A:Interpretation,Yeah so they consume a lot,37,8 - 14 June - 3pm - Synchronized Clip.txt
08:10.9,08:19.1,per capita alcohol consumption,analyze,B_Receiver,B:Scanning document with modification,I hope so... uhm there's nothing that specifies that age group,38,8 - 14 June - 3pm - Synchronized Clip.txt
08:20.7,08:21.8,per capita alcohol consumption,analyze,A_User,A:Confirms,That's OK,39,8 - 14 June - 3pm - Synchronized Clip.txt
08:21.8,08:31.4,per capita alcohol consumption,analyze,B_Receiver,B:Feedback on what is happening,For what I can see I see let's have a look... is it control F to find?,40,8 - 14 June - 3pm - Synchronized Clip.txt
09:14.0,09:14.5,per capita alcohol consumption,analyze,A_User,A:Utter,So I'm,41,8 - 14 June - 3pm - Synchronized Clip.txt
09:14.5,09:16.1,per capita alcohol consumption,analyze,B_Receiver,B:Feedback on what is happening,Uhm [inaudible segment] I got something,42,8 - 14 June - 3pm - Synchronized Clip.txt
09:58.3,10:00.0,per capita alcohol consumption,analyze,A_User,A:Confirms,Yeah,43,8 - 14 June - 3pm - Synchronized Clip.txt
10:19.2,10:24.2,Where does cinnamon come from,remember,A_User,A:Initial information request,Which country does cinnamon which country grows the most cinnamon?,1,8 - 14 June - 3pm - Synchronized Clip.txt
10:32.6,10:33.9,Where does cinnamon come from,remember,B_Receiver,B:SERP Card,Sri :Lanka,2,8 - 14 June - 3pm - Synchronized Clip.txt
10:35.1,10:39.7,Where does cinnamon come from,remember,A_User,A:Information request,"And is that were uhm it, is that were it's native where it originates from?",3,8 - 14 June - 3pm - Synchronized Clip.txt
11:27.7,11:30.2,Where does cinnamon come from,remember,B_Receiver,B:SERP Card,According to history dot com yes,4,8 - 14 June - 3pm - Synchronized Clip.txt
11:31.9,11:39.8,Where does cinnamon come from,remember,A_User,A:Information request,And how is it used in it's native country what's the most common uses?,5,8 - 14 June - 3pm - Synchronized Clip.txt
11:42.7,11:44.5,Where does cinnamon come from,remember,B_Receiver,B:Query refinement offer,In terms of which foods or,6,8 - 14 June - 3pm - Synchronized Clip.txt
11:44.5,11:47.8,Where does cinnamon come from,remember,A_User,A:Query embellishment,"Yeah, so in food in anything",7,8 - 14 June - 3pm - Synchronized Clip.txt
12:51.9,12:54.6,Where does cinnamon come from,remember,B_Receiver,B:Query rephrase,You mean how was is used now or how was it used back then?,8,8 - 14 June - 3pm - Synchronized Clip.txt
12:54.7,12:58.5,Where does cinnamon come from,remember,A_User,A:Intent clarification,"Yes, so yeah back then when it was first found",9,8 - 14 June - 3pm - Synchronized Clip.txt
13:05.6,13:41.2,Where does cinnamon come from,remember,B_Receiver,B:Scanning document without modification,Uhm when it was first discovered by Portuguese people... Dutch and Portuguese... and I have no idea what it was used for. It says is was used for things like topping lattes adding adding adding spices to savoury dishes that's according to Silk Road spices which is apparently a Canadian website,10,8 - 14 June - 3pm - Synchronized Clip.txt
13:51.8,13:54.1,Where does cinnamon come from,remember,A_User,A:Information request,So how is it used in Sri Lanka?,11,8 - 14 June - 3pm - Synchronized Clip.txt
15:09.3,15:36.6,Where does cinnamon come from,remember,B_Receiver,B:Scanning document with modification + Interpretation,"I think it was used in desserts [long pause] I don't even know if it was used in Sri Lanka... because Sri Lanka was a colony I guess it would have been exported to Portugal or whoever colonised Sri Lanka, Dutch people",12,8 - 14 June - 3pm - Synchronized Clip.txt
15:38.8,15:41.3,Where does cinnamon come from,remember,A_User,A:Intent clarification,"Yeah, so I just want to know where it comes from",13,8 - 14 June - 3pm - Synchronized Clip.txt
15:41.9,15:58.2,Where does cinnamon come from,remember,B_Receiver,B:Scanning document without modification,It says it originated in Sri Lanka in a town grow in in ah... I don't know where it was a place which is modern day Sri Lanka by Portuguese people who colonised it,14,8 - 14 June - 3pm - Synchronized Clip.txt
15:58.4,16:00.5,Where does cinnamon come from,remember,A_User,A:Information request within document,So it was found in the country Sri Lanka?,15,8 - 14 June - 3pm - Synchronized Clip.txt
16:00.7,16:03.4,Where does cinnamon come from,remember,B_Receiver,B:SERP without modification,"Yeah, what's now known as Sri Lanka",16,8 - 14 June - 3pm - Synchronized Clip.txt
16:32.3,16:33.6,Where does cinnamon come from,remember,A_User,A:Confirms,Ah OK,17,8 - 14 June - 3pm - Synchronized Clip.txt
16:54.6,17:02.7,Outsource jobs India,understand,A_User,A:Initial information request,So uhm what jobs that used to be in the US are no longer have been outsourced to India?,1,8 - 14 June - 3pm - Synchronized Clip.txt
17:05.9,17:08.8,Outsource jobs India,understand,B_Receiver,B:Query rephrase,Which jobs from the United States have been outsourced to India?,2,8 - 14 June - 3pm - Synchronized Clip.txt
17:08.9,17:09.1,Outsource jobs India,understand,A_User,A:Confirms,Yeah,3,8 - 14 June - 3pm - Synchronized Clip.txt
17:50.2,17:53.6,Outsource jobs India,understand,B_Receiver,B:Query refinement offer,IT companies IT jobs,4,8 - 14 June - 3pm - Synchronized Clip.txt
17:53.7,17:54.3,Outsource jobs India,understand,A_User,A:Confirms,Yeah,5,8 - 14 June - 3pm - Synchronized Clip.txt
18:47.1,18:53.1,Outsource jobs India,understand,B_Receiver,B:Multi-document summary,Yeah a lot of sources are saying IT jobs are the most exported the most outsourced sorry,6,8 - 14 June - 3pm - Synchronized Clip.txt
19:02.7,19:05.2,Outsource jobs India,understand,A_User,A:Information request,And when when at what time did that start?,7,8 - 14 June - 3pm - Synchronized Clip.txt
19:23.2,19:31.5,Outsource jobs India,understand,B_Receiver,B:Scanning document with modification + Interpretation,Well here the term outsourcing is like synonymous to globalisation so I am guessing that that at the end of the twentieth century and the start of the twenty-first century,8,8 - 14 June - 3pm - Synchronized Clip.txt
19:32.3,19:33.7,Outsource jobs India,understand,A_User,A:Interpretation,So it's recent,9,8 - 14 June - 3pm - Synchronized Clip.txt
19:34.5,19:44.3,Outsource jobs India,understand,B_Receiver,B:Scanning document with modification,Yeah well it was in the past 20 years. [long pause] yeah,10,8 - 14 June - 3pm - Synchronized Clip.txt
19:58.3,20:06.5,Outsource jobs India,understand,A_User,A:Information request,How many jobs in the IT company have been outsourced like just like a percentage or?,11,8 - 14 June - 3pm - Synchronized Clip.txt
20:07.9,20:09.2,Outsource jobs India,understand,B_Receiver,B:Query refinement offer,Or a number of jobs?,12,8 - 14 June - 3pm - Synchronized Clip.txt
20:09.3,20:12.7,Outsource jobs India,understand,A_User,A:Intent clarification,Yeah like were a lot of people affected by it,13,8 - 14 June - 3pm - Synchronized Clip.txt
20:13.1,20:39.4,Outsource jobs India,understand,B_Receiver,B:Scanning document with modification + Query refinement offer,"Uhm yes yes a lot of people were affected by it and I think it even says some websites are referring to the global financial crisis as a reason why organisations had outsourcing their work, because it became too expensive to for people to pay. Are you referring specifically to India or in general to outsourcing of jobs?",14,8 - 14 June - 3pm - Synchronized Clip.txt
20:39.6,20:42.3,Outsource jobs India,understand,A_User,A:Intent clarification,Uhm just from the US to India,15,8 - 14 June - 3pm - Synchronized Clip.txt
21:10.3,21:11.4,Outsource jobs India,understand,B_Receiver,B:Scanning document with modification,"Ah OK yeah yeah the US started to outsource work jobs after the especially after the GFC [long pause] yeah... ah OK yeah call centres, human resources and manufacturing where also areas where uhm a lot of outsourcing happened",16,8 - 14 June - 3pm - Synchronized Clip.txt
00:02.3,00:07.7,New Caledonia,remember,A_User,A:Initial information request,Can you please search New Caledonia and also the word language?,1,9 - 15 June - 9.30am - Synchronized Clip.txt
00:15.0,00:18.2,New Caledonia,remember,B_Receiver,B:Asks to repeat,Can you please uhm repeat the question?,2,9 - 15 June - 9.30am - Synchronized Clip.txt
00:18.3,00:21.7,New Caledonia,remember,A_User,A:Query repeat + Offers to spell,"Uhm New Caledonia, would you like me to spell it?",3,9 - 15 June - 9.30am - Synchronized Clip.txt
00:22.3,00:23.5,New Caledonia,remember,B_Receiver,B:Confirms,Uhm yeah please,4,9 - 15 June - 9.30am - Synchronized Clip.txt
00:23.5,00:28.8,New Caledonia,remember,A_User,A:Query repeat,"OK, so the word new and then Caledonia is C A L",5,9 - 15 June - 9.30am - Synchronized Clip.txt
00:29.6,00:49.8,New Caledonia,remember,B_Receiver,B:SERP without modification,OK got it [long pause] It's official language is French,6,9 - 15 June - 9.30am - Synchronized Clip.txt
01:09.6,01:12.5,New Caledonia,remember,A_User,A:Confirms + Information Request,Yeah uhm [long pause] can I ask any question? Are there any other languages coming up as being spoken there?,7,9 - 15 June - 9.30am - Synchronized Clip.txt
01:32.0,01:35.9,New Caledonia,remember,B_Receiver,B:Scanning document without modification,There are the native speakers use Bislama,8,9 - 15 June - 9.30am - Synchronized Clip.txt
01:36.3,01:36.7,New Caledonia,remember,A_User,A:Confirms,OK,9,9 - 15 June - 9.30am - Synchronized Clip.txt
01:37.4,01:41.7,New Caledonia,remember,B_Receiver,B:Scanning document without modification,It's an Anglo Malaysian language,10,9 - 15 June - 9.30am - Synchronized Clip.txt
01:43.4,01:45.1,New Caledonia,remember,A_User,A:Enough information,OK that's probably enough information,11,9 - 15 June - 9.30am - Synchronized Clip.txt
01:48.8,02:03.6,Water Iraq,analyze,A_User,A:Initial information request,Can you please search Iraq water resources [long pause] and then the word Turkey as well,1,9 - 15 June - 9.30am - Synchronized Clip.txt
02:25.2,02:28.1,Water Iraq,analyze,B_Receiver,B:Query refinement offer,Is it about Iraq's water crisis?,2,9 - 15 June - 9.30am - Synchronized Clip.txt
02:28.4,03:17.6,Water Iraq,analyze,A_User,A:Intent clarification,"Probably uhm, I'm looking for information about how uhm how like dams in Turkey might have affected water supplies in Iraq [long pause] it might also work to search for what rivers cross over the border between Turkey and Iraq because that might uhm bring up more specific information if we know the names of the rivers",3,9 - 15 June - 9.30am - Synchronized Clip.txt
03:31.4,03:34.8,Water Iraq,analyze,B_Receiver,B:Scanning document without modification,Iraq relies on the Tigris and Euphrates rivers,4,9 - 15 June - 9.30am - Synchronized Clip.txt
03:38.4,03:51.4,Water Iraq,analyze,A_User,A:Information request within document,And when you when stuff came up about the water crisis in Iraq was there any specific information about uhm... uhm Turkey in there?,5,9 - 15 June - 9.30am - Synchronized Clip.txt
03:52.1,04:49.4,Water Iraq,analyze,B_Receiver,B:Scanning document without modification,Uhm they mention here saying that uhm the Iraq and Turkey uhm started sharing the height of the drought two thousand and nine and then the dam uhm where was it the [long pause] uhm is due to the Turkish river use for irrigation and power generation in southeastern Anatolia so when they build up the dam and that is why uhm Iraq now needs a lot of the water from the Tigris and Euphrates river,6,9 - 15 June - 9.30am - Synchronized Clip.txt
04:52.5,05:04.8,Water Iraq,analyze,A_User,A:Interpretation,So when you're saying when the when they built the dam for the ir in Turkey for the irrigation it affected the that contributed to the water crisis in Iraq?,7,9 - 15 June - 9.30am - Synchronized Clip.txt
05:05.1,05:22.8,Water Iraq,analyze,B_Receiver,B:Scanning document with modification,"Yes, because it says here before the major dam construction in nineteen seventies the flow in the Euphrates river is seven hundred and twenty cubic meter per second but now it has only two hundred and sixty flowing to Iraq",8,9 - 15 June - 9.30am - Synchronized Clip.txt
05:24.2,05:26.8,Water Iraq,analyze,A_User,A:Performance feedback,"OK, that's exactly the information I was looking for so stop search",9,9 - 15 June - 9.30am - Synchronized Clip.txt
05:28.4,05:48.2,recycle tyres,understand,A_User,A:Initial information request,Can you please search car tyre recycling [long pause] and then in the results I am looking for examples of what uhm recycled car tyres are used for,1,9 - 15 June - 9.30am - Synchronized Clip.txt
06:04.9,06:20.2,recycle tyres,understand,B_Receiver,B:Image overview on SERP,They use it for chair furnitures uhm... and then for uhm this is to cook uhm as a pot,2,9 - 15 June - 9.30am - Synchronized Clip.txt
06:21.0,06:22.5,recycle tyres,understand,A_User,A:Asks to repeat,As what sorry?,3,9 - 15 June - 9.30am - Synchronized Clip.txt
06:22.6,06:35.1,recycle tyres,understand,B_Receiver,B:Image overview on SERP,"A pot for your plants and then they also make it as part of the playground, one of the items in the playground",4,9 - 15 June - 9.30am - Synchronized Clip.txt
06:46.3,06:49.8,recycle tyres,understand,A_User,A:Is there more information,Are there any other different results?,5,9 - 15 June - 9.30am - Synchronized Clip.txt
08:32.0,08:36.0,recycle tyres,understand,B_Receiver,B:Scanning document without modification,Wait uhm as part of the I think this is to make the asphalt for the road... or pavement recycled asphalt pavement and then there is also there's also aggregate aggregated in Portland cement concrete [long pause] uhm they also use uhm as bark mulch to hold water for the garden beds,6,9 - 15 June - 9.30am - Synchronized Clip.txt
00:05.2,00:07.8,Rome river,remember,A_User,A:Initial information request,What is the river in Rome called?,1,10 - 15 June - 1pm - Synchronized Clip.txt
00:23.9,00:36.0,Rome river,remember,B_Receiver,B:SERP with modification,There's a bunch of hits that say Tiber Tiber TIBER in... yeah in Rome,2,10 - 15 June - 1pm - Synchronized Clip.txt
00:37.5,00:41.0,Rome river,remember,A_User,A:Information request,Does this river supply fresh water to drink?,3,10 - 15 June - 1pm - Synchronized Clip.txt
01:46.9,01:58.8,Rome river,remember,B_Receiver,B:Scanning document with modification,It looks like it use to be but... it is now polluted because of waste,4,10 - 15 June - 1pm - Synchronized Clip.txt
02:02.2,02:05.1,Rome river,remember,A_User,A:Information request,Where does Rome's drinking water come from?,5,10 - 15 June - 1pm - Synchronized Clip.txt
